h,p(x)
0.1,0.15999999999999998
0.2,0.15249999999999997
0.30000000000000004,0.14999999999999997
0.4,0.15437499999999996
0.5,0.156
0.6,0.15194444444444444
0.7000000000000001,0.1514285714285714
0.8,0.14671874999999998
0.9,0.1474074074074074
1.0,0.1445
1.1,0.14280991735537188
1.2000000000000002,0.14041666666666663
